基础问题,自我介绍
基础问题,实习经历
基础问题,介绍项目
基础问题,为什么要来拼多多，考虑长期呆在上海吗？了解拼多多的工作强度吗？
基础问题,对实际的加班情况了解吗，那后续如何平衡生活和工作呢？
基础问题,对11-1-16的作息怎么看的？
基础问题,学习中遇到什么困难，如何解决？
基础问题,是否有过重复解决同一问题的经历？
基础问题,GitHub如何管理项目进度和任务分配？
基础问题,语雀文档怎么组织目录？
基础问题,介绍一下自己是如何学习新领域的，面对新领域你会如何学习？
基础问题,你遇到过什么问题？你如何不断改进？
基础问题,研究方向介绍
基础问题,C++哪些地方你觉得最好？
基础问题,职业规划
基础问题,为什么转码？
基础问题,实习中遇到的困难及解决方案
基础问题,最有成就感的事？
基础问题,你觉得最有成就感的一件事、自己的缺点
基础问题,主要使用的编程语言
基础问题,防止编译器优化的方法
基础问题,断言（assert）的用法
基础问题,动态内存和静态内存的区别
基础问题,大模型了解多少？常见应用有哪些？
基础问题,为什么选择该岗位（大数据开发）
基础问题,为什么不保研/考研
基础问题,实验室是否允许实习，何时能入职
基础问题,个人优点
基础问题,最近在学习什么
基础问题,学历是否为全日制？为啥读了五年？
基础问题,上一份工作离职的原因？
基础问题,之前有签竞业协议吗？
基础问题,期望薪资和之前的薪资及构成？
基础问题,家乡是哪里的？我就是想回成都发展。
基础问题,平时工作以外有学习吗？看什么书？
基础问题,之前公司加班的情况？
编程语言相关,C++的执行过程：预处理阶段做了什么
编程语言相关,C++中malloc和free的底层实现是什么
编程语言相关,内存底层实现是链表还是什么
编程语言相关,构造函数为什么不能用虚函数
编程语言相关,指针传入、值传入和引用传入的区别
编程语言相关,静态和动态
编程语言相关,c++11有哪些新特性
编程语言相关,智能指针
编程语言相关,浅拷贝和深拷贝区别
编程语言相关,左值右值
编程语言相关,写一个C++程序模拟死锁发生的场景
编程语言相关,写一个单例模式（加锁，实现多线程使用）
编程语言相关,写一个构造函数、析构函数、重载
编程语言相关,C++ 内存分区是什么样的？
编程语言相关,std::move 的底层实现？
编程语言相关,如何判断代码中的左值和右值？
编程语言相关,智能指针相关（unique_ptr、shared_ptr）？
编程语言相关,虚函数的作用？
编程语言相关,vector 扩容机制（push_back 超出容量会发生什么）？
编程语言相关,unordered_map 的实现及扩容机制？
编程语言相关,map 和 unordered_map 的适用场景？
编程语言相关,sizeof(std::function) 和 sizeof(lambda) 的区别？
编程语言相关,std::atomic 的作用及内存序？
编程语言相关,迭代器的底层实现及指针维护？
编程语言相关,静态变量和实例变量的区别？
编程语言相关,静态变量存储在哪个内存区域？
编程语言相关,内存池的底层创建与管理？
编程语言相关,手动管理内存的方式？
编程语言相关,在 C++ 代码中嵌入 C 代码需要做什么？
编程语言相关,strcpy 是否安全？如何替代？
编程语言相关,内存四区（堆、栈、全局区、代码区）
编程语言相关,排序算法及其时间复杂度
编程语言相关,Java中创建线程的方式？如何从线程中获取返回值？
编程语言相关,线程池的配置参数？拒绝策略有哪些？
编程语言相关,Reentrantlock与Synchronized的区别
编程语言相关,hashmap底层原理以及put和get流程介绍
编程语言相关,Spring的IOC和AOP
编程语言相关,Spring的bean作用域
编程语言相关,说说java数据类型
编程语言相关,讲讲Integer
编程语言相关,说说arraylist和linkedlist区别
编程语言相关,从内存上讲讲为什么
编程语言相关,接口和抽象类区别
编程语言相关,场景题（考察成员变量和局部变量）
编程语言相关,场景题（考察try catch finally）
编程语言相关,讲讲static
编程语言相关,为什么static不能被override
编程语言相关,重载和重写区别
编程语言相关,构造器可以被重写吗
编程语言相关,说说public private protected关键字区别
编程语言相关,float为什么会精度丢失
编程语言相关,G1回收器知道吗？
编程语言相关,你了解哪些回收机制？
编程语言相关,JVM的结构是什么？
编程语言相关,Java八股，垃圾回收方法，G1回收器，有没有用到其他的垃圾回收器？
编程语言相关,Java中公平锁与非公平锁在ReentrantLock中的实现差异是什么？
编程语言相关,底层AQS队列如何管理线程竞争？
编程语言相关,可重入锁（ReentrantLock）如何通过计数器实现重入性？对比synchronized的锁升级过程？
编程语言相关,布隆过滤器（Bloom Filter）的误判率如何计算？如何通过多个哈希函数降低冲突？
编程语言相关,实例化线程池的参数作用是什么？
编程语言相关,如何根据运行状态调整参数？例如任务堆积太多时怎么办？
编程语言相关,计算密集型任务的线程池配置是什么？
编程语言相关,线程的调度是JVM还是操作系统？是用户还是态内核态？用户态不是更快吗？
编程语言相关,多态的理解是什么？
编程语言相关,说一下JVM的内存结构（运行时数据区）有哪些？每一块的作用是什么？
编程语言相关,Java中对象的内存分配过程是怎样的？对象分配在堆还是栈？
编程语言相关,什么是栈上分配、逃逸分析？是否可以让对象不分配在堆上？
编程语言相关,什么情况下对象会进入老年代？如何判断对象“是否存活”？
编程语言相关,直接内存（Direct Memory）是什么？你在什么场景下用过它？
编程语言相关,JVM中常见的垃圾回收器有哪些？它们的适用场景是什么？
编程语言相关,Serial、ParNew、CMS、G1、ZGC有什么区别？你项目中用的哪一个？为什么？
编程语言相关,Minor GC和Full GC有什么区别？分别在什么情况下发生？
编程语言相关,如何避免或减少Full GC？有哪些排查方法？
编程语言相关,GC Roots有哪些？JVM是怎么判断一个对象是否需要回收的？
编程语言相关,ArrayList和LinkedList的实现区别是什么？
编程语言相关,HashMap的实现原理是什么？
编程语言相关,Java实现同步的方法有哪些？（答了C++的）
编程语言相关,事务的读取问题和隔离等级是什么？
编程语言相关,如何实现避免脏读和可重复读（MVCC的相关知识）？MVCC的实现原理是什么？
编程语言相关,介绍一下Java Object类的一些方法以及作用。
编程语言相关,为什么Java是单继承不能多继承？
编程语言相关,介绍一下什么是多态。
编程语言相关,介绍一下深拷贝和浅拷贝的区别。
编程语言相关,在工程中是如何实现深拷贝的？
编程语言相关,介绍一下什么是函数式接口。
编程语言相关,使用过lambda表达式吗？
编程语言相关,什么是事务？
编程语言相关,事务的四大特性是什么？
编程语言相关,在工程中是如何实现事务的？
编程语言相关,Spring框架有两个IoC容器能介绍下吗？
编程语言相关,能不能介绍一下什么是动态代理？
编程语言相关,之前有用过动态代理写过一些东西吗？
编程语言相关,Java基本数据类型有哪些？
编程语言相关,讲一下在项目工程中使用long的例子。
编程语言相关,用过byte吗？
编程语言相关,介绍一下什么是多态。
编程语言相关,介绍一下深拷贝和浅拷贝的区别。
编程语言相关,在工程中是如何实现深拷贝的。
编程语言相关,讲一讲什么是函数式接口。
编程语言相关,使用过lambda表达式吗？
编程语言相关,什么是事务？
编程语言相关,事务的四大特性是什么？
编程语言相关,在工程中是如何实现事务的。
编程语言相关,Spring框架有两个IoC容器能介绍下吗？
编程语言相关,能不能介绍一下什么是动态代理？
编程语言相关,之前有用过动态代理写过一些东西吗？
编程语言相关,什么是并发，什么是并行？
编程语言相关,线上接口很慢应该如何排查？
编程语言相关,如何解决哈希冲突？
编程语言相关,CAS操作是什么？
编程语言相关,互斥锁和自旋锁区别，底层原理？
编程语言相关,互斥锁和自旋锁适用场景？
编程语言相关,什么是RAII和智能指针？
编程语言相关,什么是布隆过滤器？
编程语言相关,如何实现高性能无锁编程？
编程语言相关,什么是协程？对称协程和非对称协程的区别？
编程语言相关,GC 算法和 GC 回收器有哪些？
